PROVINCE_N,DISTRICT_N,DSD_N,GND_N,SALES_REGION,SALES_AREA
North Western,Kurunegala,Ibbagamuwa,Kimbulwana Oya Unit 3,North Central,Kurunegala 2
North Western,Kurunegala,Nikaweratiya,Danduwawa,North Central,Kurunegala 3
North Western,Kurunegala,Nikaweratiya,Magallegama,North Central,Kurunegala 3
North Western,Kurunegala,Nikaweratiya,Millagoda,North Central,Kurunegala 3
North Western,Kurunegala,Nikaweratiya,Nikaweratiya South,North Central,Kurunegala 3
North Western,Kurunegala,Nikaweratiya,Heelogama,North Central,Kurunegala 4
North Western,Kurunegala,Nikaweratiya,Kebellewa,North Central,Kurunegala 2
North Western,Kurunegala,Nikaweratiya,Budumuttawa,North Central,Kurunegala 3
North Western,Kurunegala,Nikaweratiya,Nikaweratiya North,North Central,Kurunegala 3
North Western,Kurunegala,Nikaweratiya,Galapitiyagama,North Central,Kurunegala 3
North Western,Kurunegala,Udubaddawa,Kandayaya,North Central,Kurunegala 3
North Western,Kurunegala,Udubaddawa,Kekunawela,North Central,Kurunegala 3
North Western,Kurunegala,Bingiriya,Hiruwalpola,North Central,Kurunegala 3
North Western,Kurunegala,Bingiriya,Pahala Mandakondana,North Central,Kurunegala 2
North Western,Kurunegala,Bingiriya,Horagasagara,North Central,Kurunegala 1
North Western,Kurunegala,Bingiriya,Pahala Kadigamuwa,North Central,Kurunegala 4
North Western,Kurunegala,Bingiriya,Heenpannawa,North Central,Kurunegala 3
North Western,Kurunegala,Bingiriya,Ihala Kadigamuwa,North Central,Kurunegala 4
North Western,Kurunegala,Alawwa,Humuluwa East,North Central,Kurunegala 2
North Western,Kurunegala,Alawwa,Galpottegama,North Central,Kurunegala 2
North Western,Kurunegala,Alawwa,Alawwa North,North Central,Kurunegala 1
North Western,Kurunegala,Alawwa,Kebellavita,North Central,Kurunegala 2
North Western,Kurunegala,Alawwa,Ihala Kalalpitiya,North Central,Kurunegala 2
North Western,Kurunegala,Alawwa,Pahala Walakumbura,North Central,Kurunegala 1
North Western,Kurunegala,Alawwa,Yatigaloluwa,North Central,Kurunegala 1
North Western,Kurunegala,Alawwa,Poramadala,North Central,Kurunegala 1
North Western,Kurunegala,Alawwa,Galatharaya,North Central,Kurunegala 3
North Western,Kurunegala,Alawwa,Maldeniya,North Central,Kurunegala 1
North Western,Kurunegala,Alawwa,Nugawela,North Central,Kurunegala 3
North Western,Kurunegala,Alawwa,Maharachchimulla,North Central,Kurunegala 1
North Western,Kurunegala,Ibbagamuwa,Megodadiyathure,North Central,Kurunegala 1
North Western,Kurunegala,Ibbagamuwa,Gurussa,North Central,Kurunegala 2
North Western,Kurunegala,Ibbagamuwa,Kirindigalla,North Central,Kurunegala 1
North Western,Kurunegala,Ibbagamuwa,Thalgodapitiya,North Central,Kurunegala 1
North Western,Kurunegala,Ibbagamuwa,Ibbagamuwa,North Central,Kurunegala 2
North Western,Kurunegala,Ibbagamuwa,Polgolla,North Central,Kurunegala 4
North Western,Kurunegala,Ibbagamuwa,Ipalawa,North Central,Kurunegala 4
North Western,Kurunegala,Ibbagamuwa,Udathammita,North Central,Kurunegala 1
North Western,Kurunegala,Nikaweratiya,Thimbiriyawa,North Central,Kurunegala 3
North Western,Kurunegala,Nikaweratiya,Karakole,North Central,Kurunegala 2
North Western,Kurunegala,Nikaweratiya,Galagedara,North Central,Kurunegala 1
North Western,Kurunegala,Nikaweratiya,Katagamuwa,North Central,Kurunegala 4
North Western,Kurunegala,Nikaweratiya,Kumbukwewe,North Central,Kurunegala 2
North Western,Kurunegala,Nikaweratiya,Elawaka,North Central,Kurunegala 2
North Western,Kurunegala,Nikaweratiya,Halmillewa,North Central,Kurunegala 2
North Western,Kurunegala,Bingiriya,Thorabichchiya,North Central,Kurunegala 3
North Western,Kurunegala,Bingiriya,Kelegedara,North Central,Kurunegala 3
North Western,Kurunegala,Bingiriya,Padiwela,North Central,Kurunegala 1
North Western,Kurunegala,Bingiriya,Meladeniya,North Central,Kurunegala 4
North Western,Kurunegala,Bingiriya,Kurundupotha,North Central,Kurunegala 2
North Western,Kurunegala,Bingiriya,Madulupitiya,North Central,Kurunegala 4
North Western,Kurunegala,Bingiriya,Udawela,North Central,Kurunegala 4
North Western,Kurunegala,Bingiriya,Hamannapahuwa,North Central,Kurunegala 2
North Western,Kurunegala,Bingiriya,Konkadawala,North Central,Kurunegala 3
North Western,Kurunegala,Bingiriya,Tharana,North Central,Kurunegala 4
North Western,Kurunegala,Alawwa,Pahala Kalalpitiya,North Central,Kurunegala 4
North Western,Kurunegala,Alawwa,Ihala Kalalpitiya,North Central,Kurunegala 4
North Western,Kurunegala,Alawwa,Henduwawa Colany,North Central,Kurunegala 4
North Western,Kurunegala,Alawwa,Henduwawa,North Central,Kurunegala 1
North Western,Kurunegala,Alawwa,Henduwawa Colany,North Central,Kurunegala 3
North Western,Kurunegala,Alawwa,Kendagolla,North Central,Kurunegala 2
North Western,Kurunegala,Alawwa,Boyawalana,North Central,Kurunegala 2
North Western,Kurunegala,Alawwa,Kendagolla,North Central,Kurunegala 4
North Western,Kurunegala,Alawwa,Galgamuwa South,North Central,Kurunegala 2
North Western,Kurunegala,Alawwa,Welikare,North Central,Kurunegala 3
North Western,Kurunegala,Alawwa,Pangolla,North Central,Kurunegala 3
North Western,Kurunegala,Ibbagamuwa,Medagedara,North Central,Kurunegala 1
North Western,Kurunegala,Ibbagamuwa,Peddawa,North Central,Kurunegala 4
North Western,Kurunegala,Ibbagamuwa,Kanduluwa,North Central,Kurunegala 2
North Western,Kurunegala,Ibbagamuwa,Bogamuwa,North Central,Kurunegala 3
North Western,Kurunegala,Ibbagamuwa,Wadupola,North Central,Kurunegala 1
North Western,Kurunegala,Ibbagamuwa,Dehelgamuwa,North Central,Kurunegala 4
North Western,Kurunegala,Ibbagamuwa,Mahamukalanyaya,North Central,Kurunegala 4
North Western,Kurunegala,Ibbagamuwa,Muruthawa,North Central,Kurunegala 4
North Western,Kurunegala,Ibbagamuwa,Periya Kadunelawa,North Central,Kurunegala 1
North Western,Kurunegala,Ibbagamuwa,Hangamuwa,North Central,Kurunegala 4
North Western,Kurunegala,Nikaweratiya,Othota Divullewa,North Central,Kurunegala 2
North Western,Kurunegala,Nikaweratiya,Randenigama,North Central,Kurunegala 4
North Western,Kurunegala,Nikaweratiya,Divullagoda,North Central,Kurunegala 3
North Western,Kurunegala,Nikaweratiya,Siyablewa,North Central,Kurunegala 4
North Western,Kurunegala,Nikaweratiya,Kiridigalla,North Central,Kurunegala 3
North Western,Kurunegala,Nikaweratiya,Wasiwewe,North Central,Kurunegala 3
North Western,Kurunegala,Nikaweratiya,Pinnapolegama,North Central,Kurunegala 4
North Western,Kurunegala,Bingiriya,Kudakalawa,North Central,Kurunegala 3
North Western,Kurunegala,Bingiriya,Nithalawa,North Central,Kurunegala 4
North Western,Kurunegala,Bingiriya,Ihala Koswatta,North Central,Kurunegala 4
North Western,Kurunegala,Bingiriya,Wandurassa,North Central,Kurunegala 1
North Western,Kurunegala,Bingiriya,Pahala Koswatta,North Central,Kurunegala 4
North Western,Kurunegala,Bingiriya,Karandanayagama,North Central,Kurunegala 1
North Western,Kurunegala,Bingiriya,Ihala Kalugama,North Central,Kurunegala 3
North Western,Kurunegala,Kuliyapitiya West,Degammeda,North Central,Kurunegala 1
North Western,Kurunegala,Kuliyapitiya West,Deeyawala,North Central,Kurunegala 2
North Western,Kurunegala,Kuliyapitiya West,Edandawela,North Central,Kurunegala 1
North Western,Kurunegala,Alawwa,Kandegedara North,North Central,Kurunegala 4
North Western,Kurunegala,Alawwa,Galgamuwa North,North Central,Kurunegala 2
North Western,Kurunegala,Alawwa,Welikare,North Central,Kurunegala 4
North Western,Kurunegala,Alawwa,Welikare,North Central,Kurunegala 2
North Western,Kurunegala,Alawwa,Wennoruwa West,North Central,Kurunegala 2
North Western,Kurunegala,Alawwa,Kandegedara South,North Central,Kurunegala 3
North Western,Kurunegala,Alawwa,Vilgamuwa Watta,North Central,Kurunegala 2
North Western,Kurunegala,Alawwa,Vilgamuwa,North Central,Kurunegala 2
North Western,Kurunegala,Alawwa,Kiriwanapola,North Central,Kurunegala 3
North Western,Kurunegala,Alawwa,Wennoruwa East,North Central,Kurunegala 1
North Western,Kurunegala,Alawwa,Damunupola,North Central,Kurunegala 1
North Western,Kurunegala,Ibbagamuwa,Galketigama,North Central,Kurunegala 2
North Western,Kurunegala,Ibbagamuwa,Pannala,North Central,Kurunegala 1
North Western,Kurunegala,Ibbagamuwa,Udawela,North Central,Kurunegala 1
North Western,Kurunegala,Ibbagamuwa,Galketigama,North Central,Kurunegala 1
North Western,Kurunegala,Ibbagamuwa,Bakmeegolla,North Central,Kurunegala 2
North Western,Kurunegala,Ibbagamuwa,Kumbulanga,North Central,Kurunegala 1
North Western,Kurunegala,Ibbagamuwa,Nembilikumbura,North Central,Kurunegala 1
North Western,Kurunegala,Ibbagamuwa,Madigedethilianga,North Central,Kurunegala 2
North Western,Kurunegala,Nikaweratiya,Hulogedera,North Central,Kurunegala 4
North Western,Kurunegala,Nikaweratiya,Mawathagama,North Central,Kurunegala 3
North Western,Kurunegala,Nikaweratiya,Hulugalla,North Central,Kurunegala 3
North Western,Kurunegala,Nikaweratiya,Bogollagama,North Central,Kurunegala 3
North Western,Kurunegala,Nikaweratiya,Ihakolagama,North Central,Kurunegala 2
North Western,Kurunegala,Nikaweratiya,Dalukgolla,North Central,Kurunegala 3
North Western,Kurunegala,Nikaweratiya,Kandegedara,North Central,Kurunegala 2
North Western,Kurunegala,Kuliyapitiya West,Ihala Ennaruwa,North Central,Kurunegala 4
North Western,Kurunegala,Kuliyapitiya West,Wewagama,North Central,Kurunegala 1
North Western,Kurunegala,Kuliyapitiya West,Udihitimulla,North Central,Kurunegala 1
North Western,Kurunegala,Kuliyapitiya West,Kandegedara,North Central,Kurunegala 3
North Western,Kurunegala,Kuliyapitiya West,Katuwattewela,North Central,Kurunegala 1
North Western,Kurunegala,Kuliyapitiya West,Ketawalgedara,North Central,Kurunegala 2
North Western,Kurunegala,Kuliyapitiya West,Weralugama,North Central,Kurunegala 2
North Western,Kurunegala,Kuliyapitiya West,Diyadora Ihala Watta,North Central,Kurunegala 3
North Western,Kurunegala,Kuliyapitiya West,Eluwapola,North Central,Kurunegala 2
North Western,Kurunegala,Kuliyapitiya West,Wadugedara,North Central,Kurunegala 1
North Western,Kurunegala,Kuliyapitiya West,Kongolla,North Central,Kurunegala 4
North Western,Kurunegala,Alawwa,Ihala Wettewa,North Central,Kurunegala 1
North Western,Kurunegala,Alawwa,Divulgahakotuwa,North Central,Kurunegala 2
North Western,Kurunegala,Alawwa,Lewdeniya,North Central,Kurunegala 3
North Western,Kurunegala,Alawwa,Waduwawa,North Central,Kurunegala 4
North Western,Kurunegala,Alawwa,Pannala,North Central,Kurunegala 2
North Western,Kurunegala,Alawwa,Dehelgamulla,North Central,Kurunegala 2
North Western,Kurunegala,Alawwa,Ihala Nungamuwa,North Central,Kurunegala 4
North Western,Kurunegala,Alawwa,Wadawa,North Central,Kurunegala 1
North Western,Kurunegala,Alawwa,Pahala Nungamuwa,North Central,Kurunegala 4
North Western,Kurunegala,Alawwa,Medagampola,North Central,Kurunegala 4
North Western,Kurunegala,Ibbagamuwa,Madigedethilianga,North Central,Kurunegala 4
North Western,Kurunegala,Ibbagamuwa,Henegedara,North Central,Kurunegala 2
North Western,Kurunegala,Ibbagamuwa,Kahatawela,North Central,Kurunegala 1
North Western,Kurunegala,Ibbagamuwa,Kandegedara,North Central,Kurunegala 2
North Western,Kurunegala,Mahawa,Kohombakadawala,North Central,Kurunegala 3
North Western,Kurunegala,Mahawa,Bamunugama,North Central,Kurunegala 1
North Western,Kurunegala,Mahawa,Ihalagama,North Central,Kurunegala 4
North Western,Kurunegala,Mahawa,Moragaswewa,North Central,Kurunegala 1
North Western,Kurunegala,Nikaweratiya,Hewenpelessa,North Central,Kurunegala 3
North Western,Kurunegala,Nikaweratiya,Diyagama,North Central,Kurunegala 3
North Western,Kurunegala,Nikaweratiya,Nabadewa,North Central,Kurunegala 1
North Western,Kurunegala,Nikaweratiya,Olupeliyawa,North Central,Kurunegala 1
North Western,Kurunegala,Nikaweratiya,Thubulla,North Central,Kurunegala 3
North Western,Kurunegala,Nikaweratiya,Waduressa,North Central,Kurunegala 4
North Western,Kurunegala,Nikaweratiya,Kivulegama,North Central,Kurunegala 3
North Western,Kurunegala,Nikaweratiya,Kaluwennewa,North Central,Kurunegala 1
North Western,Kurunegala,Nikaweratiya,Hathigammana,North Central,Kurunegala 1
North Western,Kurunegala,Kuliyapitiya West,Galagedara,North Central,Kurunegala 1
North Western,Kurunegala,Kuliyapitiya West,Diyadora,North Central,Kurunegala 1
North Western,Kurunegala,Kuliyapitiya West,Pitadeniya,North Central,Kurunegala 3
North Western,Kurunegala,Kuliyapitiya West,Inguruwatta,North Central,Kurunegala 2
North Western,Kurunegala,Kuliyapitiya West,Pahala Elathalawa,North Central,Kurunegala 3
North Western,Kurunegala,Kuliyapitiya West,Ihala Elathalawa,North Central,Kurunegala 2
North Western,Kurunegala,Kuliyapitiya West,Deegalla,North Central,Kurunegala 2
North Western,Kurunegala,Kuliyapitiya West,Dikhera,North Central,Kurunegala 3
North Western,Kurunegala,Kuliyapitiya West,Pahala Embawa,North Central,Kurunegala 2
North Western,Kurunegala,Kuliyapitiya West,Embawa,North Central,Kurunegala 1
North Western,Kurunegala,Kuliyapitiya West,Ihala Embawa,North Central,Kurunegala 2
North Western,Kurunegala,Alawwa,Hinnarapola,North Central,Kurunegala 1
North Western,Kurunegala,Alawwa,Bowala,North Central,Kurunegala 1
North Western,Kurunegala,Alawwa,Kendehena,North Central,Kurunegala 4
North Western,Kurunegala,Narammala,Riloluwa,North Central,Kurunegala 3
North Western,Kurunegala,Narammala,Paranagama,North Central,Kurunegala 2
North Western,Kurunegala,Narammala,Puskoladeniya,North Central,Kurunegala 2
North Western,Kurunegala,Narammala,Handapangala,North Central,Kurunegala 4
North Western,Kurunegala,Narammala,Kudagammana,North Central,Kurunegala 4
North Western,Kurunegala,Narammala,Delikanu Anga,North Central,Kurunegala 2
North Western,Kurunegala,Narammala,Athuruwala,North Central,Kurunegala 3
North Western,Kurunegala,Narammala,Dambadeniya South,North Central,Kurunegala 3
North Western,Kurunegala,Mahawa,Pahalagama,North Central,Kurunegala 1
North Western,Kurunegala,Mahawa,Bakmeegahawatta,North Central,Kurunegala 2
North Western,Kurunegala,Mahawa,Yaddigama,North Central,Kurunegala 4
North Western,Kurunegala,Mahawa,Konwewa,North Central,Kurunegala 1
North Western,Kurunegala,Mahawa,Kattambuwawa,North Central,Kurunegala 4
North Western,Kurunegala,Mahawa,Kirimetiyawa,North Central,Kurunegala 4
North Western,Kurunegala,Mahawa,Nettipalagama,North Central,Kurunegala 4
North Western,Kurunegala,Mahawa,Deheneggama,North Central,Kurunegala 2
North Western,Kurunegala,Mahawa,Karambe,North Central,Kurunegala 2
North Western,Kurunegala,Pannala,Panwalakumbura,North Central,Kurunegala 1
North Western,Kurunegala,Pannala,Pahala Makandura,North Central,Kurunegala 1
North Western,Kurunegala,Pannala,Ihala Makandura,North Central,Kurunegala 2
North Western,Kurunegala,Pannala,Pannala,North Central,Kurunegala 4
North Western,Kurunegala,Pannala,Ihala Galayaya,North Central,Kurunegala 1
North Western,Kurunegala,Pannala,Elabadagama West,North Central,Kurunegala 1
North Western,Kurunegala,Pannala,Thalammehera,North Central,Kurunegala 2
North Western,Kurunegala,Pannala,Maholawa,North Central,Kurunegala 2
North Western,Kurunegala,Kuliyapitiya West,Kabalewa,North Central,Kurunegala 3
North Western,Kurunegala,Kuliyapitiya West,Meegahakotuwa,North Central,Kurunegala 2
North Western,Kurunegala,Kuliyapitiya West,Galahitiyawa,North Central,Kurunegala 2
North Western,Kurunegala,Kuliyapitiya West,Haggamuwa,North Central,Kurunegala 1
North Western,Kurunegala,Kuliyapitiya West,Bohingamuwa,North Central,Kurunegala 2
North Western,Kurunegala,Kuliyapitiya West,Narangalla,North Central,Kurunegala 4
North Western,Kurunegala,Kuliyapitiya West,Kithalawa,North Central,Kurunegala 2
North Western,Kurunegala,Kuliyapitiya West,Unaleeya,North Central,Kurunegala 3
North Western,Kurunegala,Kuliyapitiya West,Yakarawatta,North Central,Kurunegala 2
North Western,Kurunegala,Kuliyapitiya West,Wahumuwa,North Central,Kurunegala 2
North Western,Kurunegala,Kuliyapitiya West,Kumbukkotuwa,North Central,Kurunegala 2
North Western,Kurunegala,Narammala,Riligala,North Central,Kurunegala 3
North Western,Kurunegala,Narammala,Maravita,North Central,Kurunegala 3
North Western,Kurunegala,Narammala,Pothupitiya,North Central,Kurunegala 3
North Western,Kurunegala,Narammala,Muthugala West,North Central,Kurunegala 1
North Western,Kurunegala,Narammala,Muthugala East,North Central,Kurunegala 1
North Western,Kurunegala,Narammala,Pelawatta,North Central,Kurunegala 1
North Western,Kurunegala,Narammala,Kasungama,North Central,Kurunegala 2
North Western,Kurunegala,Narammala,Metiyagane West,North Central,Kurunegala 2
North Western,Kurunegala,Narammala,Metiyagane East,North Central,Kurunegala 2
North Western,Kurunegala,Narammala,Eriyagolla,North Central,Kurunegala 3
North Western,Kurunegala,Narammala,Kivulgalla,North Central,Kurunegala 4
North Western,Kurunegala,Narammala,Welikumbura,North Central,Kurunegala 3
North Western,Kurunegala,Mahawa,Pailigama,North Central,Kurunegala 4
North Western,Kurunegala,Mahawa,Divullewa,North Central,Kurunegala 1
North Western,Kurunegala,Mahawa,Kandubadagama,North Central,Kurunegala 1
North Western,Kurunegala,Mahawa,Mahawa East,North Central,Kurunegala 3
North Western,Kurunegala,Mahawa,Karuwalagahawatta,North Central,Kurunegala 3
North Western,Kurunegala,Mahawa,Thumbullegama,North Central,Kurunegala 4
North Western,Kurunegala,Mahawa,Mahawa West,North Central,Kurunegala 1
North Western,Kurunegala,Mahawa,Makaduwawa,North Central,Kurunegala 1
North Western,Kurunegala,Mahawa,Nagollagama,North Central,Kurunegala 4
North Western,Kurunegala,Mahawa,Dampitigama,North Central,Kurunegala 2
North Western,Kurunegala,Pannala,Elibichchiya,North Central,Kurunegala 1
North Western,Kurunegala,Pannala,Wellawa,North Central,Kurunegala 4
North Western,Kurunegala,Pannala,Pahala Labbala,North Central,Kurunegala 1
North Western,Kurunegala,Pannala,Ihala Labbala,North Central,Kurunegala 4
North Western,Kurunegala,Pannala,Maharagama,North Central,Kurunegala 2
North Western,Kurunegala,Pannala,Pahala Meddepola,North Central,Kurunegala 2
North Western,Kurunegala,Pannala,Ihala Meddepola,North Central,Kurunegala 3
North Western,Kurunegala,Pannala,Siyambalawalana,North Central,Kurunegala 4
North Western,Kurunegala,Pannala,Konduruwawela,North Central,Kurunegala 3
North Western,Kurunegala,Kuliyapitiya West,Beminigalla,North Central,Kurunegala 3
North Western,Kurunegala,Kuliyapitiya West,Anukkane,North Central,Kurunegala 4
North Western,Kurunegala,Kuliyapitiya West,Kirindawa,North Central,Kurunegala 1
North Western,Kurunegala,Kuliyapitiya West,Mookalanyaya,North Central,Kurunegala 2
North Western,Kurunegala,Kuliyapitiya West,Henegedara,North Central,Kurunegala 1
North Western,Kurunegala,Kuliyapitiya West,Thummodara,North Central,Kurunegala 1
North Western,Kurunegala,Kuliyapitiya West,Pahala Piduma,North Central,Kurunegala 3
North Western,Kurunegala,Kuliyapitiya West,Kongahagedara,North Central,Kurunegala 2
North Western,Kurunegala,Polgahawela,Hiripatwella,North Central,Kurunegala 1
North Western,Kurunegala,Polgahawela,Egalla,North Central,Kurunegala 2
North Western,Kurunegala,Polgahawela,Wadakada,North Central,Kurunegala 1
North Western,Kurunegala,Polgahawela,Habarawa,North Central,Kurunegala 3
North Western,Kurunegala,Polgahawela,Gallenamulla,North Central,Kurunegala 1
North Western,Kurunegala,Polgahawela,Ihala Udapola,North Central,Kurunegala 2
North Western,Kurunegala,Polgahawela,Dewalepola,North Central,Kurunegala 2
North Western,Kurunegala,Polgahawela,Udapola,North Central,Kurunegala 4
North Western,Kurunegala,Maspotha,Gurulepola,North Central,Kurunegala 4
North Western,Kurunegala,Maspotha,Siyambalangamuwa,North Central,Kurunegala 3
North Western,Kurunegala,Maspotha,Pellandeniya,North Central,Kurunegala 2
North Western,Kurunegala,Maspotha,Rathkarawwa,North Central,Kurunegala 3
North Western,Kurunegala,Maspotha,Dahigamuwa,North Central,Kurunegala 3
North Western,Kurunegala,Maspotha,Mapegamuwa,North Central,Kurunegala 4
North Western,Kurunegala,Maspotha,Gane Kolaniya,North Central,Kurunegala 2
North Western,Kurunegala,Maspotha,Kidapola,North Central,Kurunegala 1
North Western,Kurunegala,Maspotha,Demalussa,North Central,Kurunegala 3
North Western,Kurunegala,Maspotha,Kudagalgamuwa,North Central,Kurunegala 4
North Western,Kurunegala,Maspotha,Thisnampola,North Central,Kurunegala 1
North Western,Kurunegala,Maspotha,Oggamuwa,North Central,Kurunegala 1
North Western,Kurunegala,Maspotha,Wegolla,North Central,Kurunegala 2
North Western,Kurunegala,Maspotha,Maragama,North Central,Kurunegala 3
North Western,Kurunegala,Mawathagama,Galapitamulla,North Central,Kurunegala 1
North Western,Kurunegala,Mawathagama,Barandana,North Central,Kurunegala 2
North Western,Kurunegala,Mawathagama,Henepola,North Central,Kurunegala 2
North Western,Kurunegala,Mawathagama,Maralanda,North Central,Kurunegala 1
North Western,Kurunegala,Mawathagama,Rathneggama,North Central,Kurunegala 4
North Western,Kurunegala,Mawathagama,Bulathwatta,North Central,Kurunegala 3
North Western,Kurunegala,Mawathagama,Yatiwala,North Central,Kurunegala 4
North Western,Kurunegala,Pannala,Kandepola,North Central,Kurunegala 3
North Western,Kurunegala,Pannala,Gallehemulla,North Central,Kurunegala 4
North Western,Kurunegala,Udubaddawa,Kumbukgahamulla,North Central,Kurunegala 2
North Western,Kurunegala,Udubaddawa,Polgaha Agara,North Central,Kurunegala 2
North Western,Kurunegala,Udubaddawa,Kanubichchiya,North Central,Kurunegala 2
North Western,Kurunegala,Udubaddawa,Kattimahana,North Central,Kurunegala 2
North Western,Kurunegala,Udubaddawa,Dummalasooriya,North Central,Kurunegala 3
North Western,Kurunegala,Udubaddawa,Siyambalagasruppa West,North Central,Kurunegala 1
North Western,Kurunegala,Udubaddawa,Ihala Weerakodiyana,North Central,Kurunegala 2
North Western,Kurunegala,Udubaddawa,Pahala Weerakodiyana,North Central,Kurunegala 2
North Western,Kurunegala,Bingiriya,Bakmeeruppa,North Central,Kurunegala 2
North Western,Kurunegala,Polgahawela,Kebilittawela,North Central,Kurunegala 1
North Western,Kurunegala,Polgahawela,Imbulana,North Central,Kurunegala 1
North Western,Kurunegala,Polgahawela,Embalawattha,North Central,Kurunegala 3
North Western,Kurunegala,Polgahawela,Maningamuwa,North Central,Kurunegala 4
North Western,Kurunegala,Polgahawela,Medalassa Kalugamuwa,North Central,Kurunegala 3
North Western,Kurunegala,Polgahawela,Dembegoda,North Central,Kurunegala 2
North Western,Kurunegala,Polgahawela,Kolambalamulla,North Central,Kurunegala 1
North Western,Kurunegala,Polgahawela,Thiyador Watta,North Central,Kurunegala 2
North Western,Kurunegala,Polgahawela,Mawathagama,North Central,Kurunegala 4
North Western,Kurunegala,Maspotha,Hanwella,North Central,Kurunegala 1
North Western,Kurunegala,Maspotha,Minhettiya,North Central,Kurunegala 3
North Western,Kurunegala,Maspotha,Galagedara,North Central,Kurunegala 2
North Western,Kurunegala,Maspotha,Rekawa,North Central,Kurunegala 4
North Western,Kurunegala,Maspotha,Wilgamdematawa,North Central,Kurunegala 2
North Western,Kurunegala,Maspotha,Pimburuwellegama,North Central,Kurunegala 1
North Western,Kurunegala,Maspotha,Gonagama,North Central,Kurunegala 1
North Western,Kurunegala,Mallawapitiya,Wattegedara,North Central,Kurunegala 3
North Western,Kurunegala,Mallawapitiya,Morathenna,North Central,Kurunegala 3
North Western,Kurunegala,Mallawapitiya,Katupitiya North,North Central,Kurunegala 4
North Western,Kurunegala,Mallawapitiya,Indulgodakanda,North Central,Kurunegala 3
North Western,Kurunegala,Mallawapitiya,Werawella,North Central,Kurunegala 3
North Western,Kurunegala,Mawathagama,Mee/Pallegama East,North Central,Kurunegala 3
North Western,Kurunegala,Mawathagama,Mawathagama West,North Central,Kurunegala 4
North Western,Kurunegala,Mawathagama,Mawathagama,North Central,Kurunegala 4
North Western,Kurunegala,Wariyapola,Wariyapola,North Central,Kurunegala 4
North Western,Kurunegala,Wariyapola,Elavitigama,North Central,Kurunegala 3
North Western,Kurunegala,Wariyapola,Piyumgalla,North Central,Kurunegala 3
North Western,Kurunegala,Wariyapola,Rathmale,North Central,Kurunegala 3
North Western,Kurunegala,Bingiriya,Wellarawa,North Central,Kurunegala 1
North Western,Kurunegala,Bingiriya,Bingiriya,North Central,Kurunegala 3
North Western,Kurunegala,Bingiriya,Urapotta,North Central,Kurunegala 2
North Western,Kurunegala,Bingiriya,Pahala Galwewa,North Central,Kurunegala 3
North Western,Kurunegala,Bingiriya,Molaeliya,North Central,Kurunegala 2
North Western,Kurunegala,Pannala,Kohombapola,North Central,Kurunegala 3
North Western,Kurunegala,Pannala,Badabedda,North Central,Kurunegala 1
North Western,Kurunegala,Pannala,Pahala Galayaya,North Central,Kurunegala 3
North Western,Kurunegala,Polgahawela,Mandawela,North Central,Kurunegala 1
North Western,Kurunegala,Polgahawela,Bevilgamuwa East,North Central,Kurunegala 1
North Western,Kurunegala,Polgahawela,Bevilgamuwa West,North Central,Kurunegala 2
North Western,Kurunegala,Polgahawela,Kureepotta,North Central,Kurunegala 4
North Western,Kurunegala,Polgahawela,Arambepola,North Central,Kurunegala 3
North Western,Kurunegala,Polgahawela,Handugala,North Central,Kurunegala 2
North Western,Kurunegala,Polgahawela,Walagammulla,North Central,Kurunegala 3
North Western,Kurunegala,Kurunegala,Pahala Thalampitiya,North Central,Kurunegala 1
North Western,Kurunegala,Polgahawela,Kendahena,North Central,Kurunegala 2
North Western,Kurunegala,Polgahawela,Koradoluwa,North Central,Kurunegala 2
North Western,Kurunegala,Mallawapitiya,Thiragama,North Central,Kurunegala 2
North Western,Kurunegala,Rideegama,Kuruthenvitiya,North Central,Kurunegala 4
North Western,Kurunegala,Rideegama,Bogamuwa,North Central,Kurunegala 2
North Western,Kurunegala,Rideegama,Jakaduwa,North Central,Kurunegala 3
North Western,Kurunegala,Rideegama,Pussella,North Central,Kurunegala 2
North Western,Kurunegala,Rideegama,Paliella,North Central,Kurunegala 1
North Western,Kurunegala,Rideegama,Thalgaspitiya,North Central,Kurunegala 3
North Western,Kurunegala,Rideegama,Metiyampotha,North Central,Kurunegala 2
North Western,Kurunegala,Rideegama,Welagedara,North Central,Kurunegala 4
North Western,Kurunegala,Rideegama,Gonadeniya,North Central,Kurunegala 3
North Western,Kurunegala,Rideegama,Medakanda,North Central,Kurunegala 1
North Western,Kurunegala,Wariyapola,Mamunuwa,North Central,Kurunegala 4
North Western,Kurunegala,Wariyapola,Ipalawa,North Central,Kurunegala 1
North Western,Kurunegala,Wariyapola,Walpaluwa,North Central,Kurunegala 2
North Western,Kurunegala,Wariyapola,Thambarawa,North Central,Kurunegala 1
North Western,Kurunegala,Wariyapola,Pothuwewa,North Central,Kurunegala 2
North Western,Kurunegala,Wariyapola,Nelliya,North Central,Kurunegala 3
North Western,Kurunegala,Wariyapola,Ebawalapitiya,North Central,Kurunegala 2
North Western,Kurunegala,Wariyapola,Minuwangate,North Central,Kurunegala 2
North Western,Kurunegala,Wariyapola,Wanduressa Welgala,North Central,Kurunegala 1
North Western,Kurunegala,Alawwa,Yattalgoda,North Central,Kurunegala 4
North Western,Kurunegala,Alawwa,Pallekekulawala,North Central,Kurunegala 4
